id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
20930,3,0,2,7,0,0,1,66,2018,8,20,1,0,0,0,95.46,1,0
20931,2,0,1,3,0,0,0,111,2018,6,2,1,0,0,0,120.0,0,1
20932,2,0,2,1,0,0,0,221,2017,10,18,1,0,0,0,89.2,0,1
20933,2,1,2,3,0,0,1,24,2018,4,10,1,0,0,0,120.27,2,0
20934,2,0,1,1,2,0,0,386,2018,10,23,1,0,0,0,115.0,1,1
20935,2,0,0,4,0,0,0,126,2018,7,11,1,0,0,0,107.95,1,0
20936,1,0,2,0,0,0,1,35,2018,6,13,1,0,0,0,109.49,0,1
20937,3,0,1,2,0,0,1,32,2018,4,15,1,0,0,0,142.2,2,0
20938,2,0,1,4,0,0,0,251,2018,12,22,1,0,0,0,79.29,0,1
20939,2,0,1,2,0,0,0,113,2018,4,3,1,0,0,0,96.3,0,0
20940,2,0,0,3,0,0,0,142,2018,8,24,1,0,0,0,108.3,0,0
20941,2,0,0,3,0,0,1,116,2018,10,17,1,0,0,0,104.85,0,0
20942,3,0,2,1,0,1,1,96,2018,7,9,1,0,0,0,146.7,0,0
20943,2,2,0,1,0,0,3,13,2018,4,13,1,0,0,0,221.0,0,1
20944,2,0,2,2,0,1,0,141,2018,7,17,1,0,0,0,80.75,1,0
20945,2,0,0,1,2,0,0,102,2017,10,16,0,0,0,0,109.0,0,1
20946,2,0,0,3,0,0,1,84,2018,9,24,1,0,0,0,149.4,3,0
20947,1,0,2,5,0,0,0,196,2018,8,1,0,0,0,0,68.0,0,0
20948,2,2,0,3,0,0,3,26,2018,5,19,1,0,0,0,221.0,0,1
20949,3,0,2,0,0,0,1,95,2018,10,4,1,0,0,0,151.2,0,1
20950,1,0,0,3,0,0,0,113,2018,5,31,1,0,0,0,100.0,0,0
20951,3,0,0,3,0,0,1,165,2018,8,12,1,0,0,0,130.05,0,0
20952,2,0,0,2,0,0,0,176,2018,9,8,0,0,0,0,125.1,0,1
20953,2,0,0,1,1,0,0,177,2018,7,27,1,0,0,0,85.5,0,1
20954,1,0,1,2,0,0,0,253,2018,10,4,1,0,0,0,90.9,2,1
20955,2,0,1,3,0,0,1,89,2018,10,3,1,0,0,0,108.0,1,0
20956,2,0,0,3,0,0,0,96,2017,11,12,1,0,0,0,72.25,3,0
20957,2,0,0,2,1,0,0,154,2018,9,24,1,0,0,0,116.1,0,1
20958,3,0,0,4,0,0,1,53,2018,9,7,1,0,0,0,168.3,0,1
20959,1,0,0,3,0,0,1,26,2018,12,7,1,0,0,0,86.78,1,0
20960,2,0,0,1,0,0,0,1,2017,10,4,0,0,0,0,116.0,0,0
20961,2,0,0,3,1,0,0,184,2018,10,20,1,0,0,0,98.1,0,1
20962,2,2,0,3,0,0,2,1,2018,6,24,1,0,0,0,241.59,1,0
20963,2,2,1,1,0,1,3,45,2018,4,11,1,0,0,0,177.3,2,0
20964,2,0,1,2,0,0,0,71,2017,7,25,0,0,0,0,49.5,0,0
20965,1,0,0,1,2,0,0,257,2018,7,1,1,0,0,0,80.0,0,1
20966,2,1,2,0,0,0,0,4,2018,6,12,1,0,0,0,149.0,1,0
20967,2,0,0,1,1,0,0,138,2018,8,22,1,0,0,0,94.5,1,1
20968,1,0,0,1,0,0,0,1,2018,11,14,2,1,0,3,65.0,1,0
20969,2,0,0,5,0,0,1,113,2018,9,16,1,0,0,0,137.21,0,1
20970,2,0,0,3,0,0,0,59,2018,11,17,0,0,0,0,75.0,0,0
20971,2,0,0,3,0,0,1,112,2018,9,2,1,0,0,0,131.4,0,1
20972,1,0,1,3,0,0,1,68,2018,4,24,1,0,0,0,112.2,1,0
20973,2,0,2,2,0,0,2,99,2018,2,8,1,0,0,0,79.5,2,0
20974,3,0,0,1,0,0,1,31,2018,8,9,1,0,0,0,168.3,0,0
20975,2,0,2,2,1,0,0,173,2018,8,1,1,0,0,0,84.43,1,0
20976,2,0,2,2,0,0,0,187,2018,8,28,1,0,0,0,105.83,0,1
20977,2,0,1,3,0,0,0,12,2017,8,14,0,0,0,0,50.4,0,0
20978,2,0,0,4,0,0,0,168,2018,4,22,0,0,0,0,85.0,0,1
20979,2,0,1,2,0,0,0,60,2018,11,14,0,0,0,0,75.0,0,1
20980,1,0,1,0,0,0,0,60,2017,12,14,1,0,0,0,62.18,2,0
20981,2,0,1,1,0,0,0,207,2018,10,6,1,0,0,0,96.3,3,0
20982,2,0,0,3,0,0,0,157,2018,6,26,1,0,0,0,90.95,0,0
20983,2,0,2,1,0,0,0,44,2018,4,23,0,0,0,0,85.5,0,0
20984,2,0,0,1,0,0,1,102,2018,6,3,1,0,0,0,140.4,0,0
20985,2,0,2,0,1,0,0,133,2018,7,17,1,0,0,0,94.5,2,0
20986,2,0,1,2,0,0,0,99,2017,10,26,1,0,0,0,89.25,2,1
20987,2,2,0,3,0,0,3,274,2018,8,9,1,0,0,0,177.3,0,1
20988,2,0,2,1,0,0,2,183,2018,9,29,1,0,0,0,100.3,1,1
20989,2,0,2,1,0,0,0,110,2017,7,25,1,0,0,0,76.5,0,1
20990,3,0,0,1,0,0,1,3,2018,2,14,1,0,0,0,127.0,0,1
20991,2,0,0,1,2,0,0,122,2018,3,27,0,0,0,0,107.0,1,0
20992,3,0,1,3,0,0,0,113,2018,6,30,1,0,0,0,121.21,0,1
20993,2,0,1,5,0,0,0,221,2017,10,3,1,0,0,0,76.5,2,1
20994,2,0,0,2,2,0,0,39,2017,8,15,0,0,0,0,101.5,0,0
20995,2,1,2,0,0,0,0,30,2018,9,25,1,0,0,0,109.1,0,1
20996,1,0,0,3,0,0,0,11,2017,10,24,1,1,1,0,90.09,0,0
20997,0,2,2,2,0,0,2,90,2018,12,23,1,0,0,0,77.86,2,0
20998,2,0,1,3,0,0,0,259,2018,12,7,1,0,0,0,73.95,1,0
20999,2,2,2,5,2,0,3,111,2018,12,25,1,0,0,0,196.35,1,1
21000,2,0,2,2,0,0,0,61,2018,2,20,0,0,0,0,60.0,0,0
21001,2,0,0,2,1,0,0,124,2018,6,13,1,0,0,0,116.1,2,0
21002,2,1,2,5,0,0,0,4,2017,12,28,1,0,0,0,109.4,3,0
21003,2,2,0,1,0,0,3,54,2018,11,18,1,0,0,0,181.0,0,0
21004,3,0,2,5,0,0,0,33,2018,9,11,1,0,0,0,129.81,1,0
21005,2,0,2,0,0,0,0,179,2018,8,22,1,0,0,0,114.3,0,1
21006,2,0,2,5,2,0,0,170,2018,7,31,1,0,0,0,106.25,0,1
21007,2,0,0,3,0,0,0,433,2018,8,8,0,0,0,0,70.0,0,1
21008,2,0,0,3,0,0,0,143,2018,9,25,0,0,0,0,100.0,0,1
21009,1,0,0,1,2,0,0,221,2017,8,12,1,0,0,0,80.0,0,1
21010,1,0,0,1,2,0,0,2,2017,9,30,0,0,0,0,90.6,0,1
21011,2,0,2,2,0,0,0,15,2018,12,26,0,0,0,0,52.0,1,1
21012,2,1,1,3,0,0,0,70,2018,4,4,1,0,0,0,106.25,1,0
21013,2,0,0,2,2,0,0,47,2018,10,3,1,0,0,0,153.0,1,1
21014,1,0,0,2,0,0,0,22,2017,9,4,0,0,0,0,75.6,0,0
21015,2,1,1,4,0,0,0,189,2018,10,28,1,0,0,0,109.8,2,1
21016,2,0,2,1,0,0,2,93,2018,8,19,1,0,0,0,109.83,0,1
21017,2,1,0,4,0,0,3,92,2018,5,24,1,0,0,0,187.85,2,0
21018,2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,115.0,1,1
21019,2,0,2,1,0,0,0,129,2018,6,17,1,0,0,0,126.9,2,0
21020,2,1,1,2,0,0,0,155,2018,9,18,1,0,0,0,143.1,2,1
21021,2,0,0,1,1,0,1,15,2017,9,15,1,0,0,0,115.0,1,0
21022,2,0,1,0,1,0,0,183,2018,10,29,1,0,0,0,80.1,2,1
21023,1,0,1,0,0,0,1,0,2018,6,27,0,0,0,0,106.4,0,0
21024,2,0,0,1,0,0,2,0,2018,10,7,4,1,0,3,0.0,1,0
21025,1,0,1,0,0,0,0,0,2018,1,29,2,1,0,3,65.0,0,0
21026,2,0,1,1,0,0,0,111,2017,7,23,1,0,0,0,76.5,1,1
21027,2,0,1,2,0,0,0,42,2018,11,2,0,0,0,0,112.0,1,0
21028,1,0,1,1,0,0,0,0,2018,5,9,2,1,0,13,65.0,1,0
21029,2,0,2,5,0,0,1,156,2018,8,31,1,0,0,0,112.8,2,1
21030,2,0,0,3,0,0,0,155,2018,10,20,0,0,0,0,97.2,0,1
21031,2,0,2,3,0,0,2,64,2018,4,24,1,0,0,0,81.08,0,0
21032,2,0,1,3,0,0,0,160,2017,12,30,0,0,0,0,70.0,0,0
21033,1,0,0,2,0,0,0,9,2018,3,1,0,0,0,0,69.0,0,0
21034,2,0,2,3,0,0,1,91,2018,8,19,1,0,0,0,132.3,0,1
21035,2,0,2,2,0,0,0,23,2017,10,4,0,0,0,0,68.0,0,0
21036,2,0,1,4,0,0,1,53,2018,9,21,1,0,0,0,149.4,1,0
21037,1,0,0,3,0,0,0,204,2018,5,5,0,0,0,0,100.0,0,1
21038,2,0,1,0,0,0,0,150,2017,7,8,1,0,0,0,76.5,1,0
21039,2,2,2,5,0,0,5,38,2018,7,23,1,0,0,0,231.78,0,1
21040,2,0,0,2,0,0,0,107,2018,6,10,1,0,0,0,130.0,0,1
21041,2,0,0,3,0,0,0,157,2018,12,8,1,0,0,0,68.0,0,1
21042,1,0,1,3,0,0,0,39,2018,11,7,1,0,0,0,174.25,1,0
21043,2,0,2,2,0,0,0,81,2018,3,18,0,0,0,0,59.5,0,0
21044,3,0,0,2,0,0,1,156,2018,7,12,1,0,0,0,137.7,1,1
21045,2,0,1,3,0,0,0,79,2018,12,7,0,0,0,0,68.0,0,0
21046,2,2,0,3,0,0,3,110,2018,4,27,1,0,0,0,186.3,0,0
21047,2,0,0,2,0,0,1,30,2018,10,2,1,0,0,0,158.4,2,0
21048,2,0,1,3,0,0,0,126,2018,6,30,1,0,0,0,90.95,1,0
21049,2,0,1,3,0,0,0,103,2018,10,31,0,0,0,0,80.0,0,1
21050,3,0,1,3,0,0,0,158,2018,6,30,1,0,0,0,121.55,2,0
21051,2,0,0,2,0,0,0,79,2018,10,7,1,0,0,0,151.2,0,0
21052,2,1,2,5,0,0,0,181,2018,8,21,1,0,0,0,114.5,2,1
21053,3,0,0,3,0,0,1,106,2018,11,3,1,0,0,0,122.4,2,1
21054,2,1,1,2,0,0,0,38,2018,2,6,1,0,0,0,48.6,0,1
21055,2,0,1,3,0,0,1,102,2018,5,16,1,0,0,0,140.4,0,0
21056,2,0,0,3,1,0,0,133,2018,8,20,1,0,0,0,94.5,0,1
21057,2,2,0,1,0,0,3,23,2018,5,21,1,0,0,0,198.9,2,0
21058,2,0,1,2,1,0,0,268,2018,10,7,1,0,0,0,95.4,0,1
21059,2,0,0,2,0,0,0,86,2017,9,24,0,0,0,0,120.0,0,0
21060,2,0,1,1,0,0,0,24,2018,2,22,0,0,0,0,72.8,0,1
21061,3,0,0,1,0,0,1,248,2018,12,27,1,0,0,0,167.45,0,1
21062,1,0,1,2,0,0,0,85,2018,12,8,1,0,0,0,98.0,2,0
21063,2,0,2,2,0,0,1,141,2018,5,24,1,0,0,0,107.95,0,0
21064,1,0,0,1,0,0,0,0,2018,1,14,0,0,0,0,65.8,0,0
21065,1,0,0,1,0,0,0,1,2018,10,29,0,0,0,0,130.0,1,0
21066,2,0,1,5,0,0,1,272,2018,7,28,1,0,0,0,110.78,1,1
21067,2,1,0,1,0,0,0,203,2018,8,17,1,0,0,0,90.0,2,1
21068,2,0,0,2,0,0,0,56,2017,9,25,0,0,0,0,185.0,0,1
21069,2,1,1,0,0,0,0,187,2018,8,29,1,0,0,0,112.5,2,1
21070,2,0,0,4,0,0,0,44,2018,11,3,0,0,0,0,112.0,1,0
21071,2,0,0,4,0,0,0,179,2018,7,6,1,0,0,0,90.95,1,0
21072,2,0,2,2,0,0,0,69,2018,3,20,0,0,0,0,59.5,0,0
21073,2,0,0,2,2,0,0,16,2018,3,8,1,0,0,0,135.0,1,0
21074,2,0,0,2,0,0,1,3,2018,6,10,1,0,0,0,163.67,0,0
21075,2,0,2,2,1,0,0,116,2018,6,30,1,0,0,0,75.27,0,1
21076,1,0,0,2,0,0,1,72,2018,3,31,1,0,0,0,104.4,1,0
21077,2,1,0,2,0,0,0,12,2018,6,8,1,0,0,0,119.0,1,0
21078,3,0,1,2,0,0,1,171,2018,8,22,1,0,0,0,137.7,0,1
21079,2,0,0,3,1,0,0,124,2018,5,5,1,0,0,0,94.5,0,1
21080,3,0,0,1,0,0,1,0,2018,7,7,1,0,0,0,197.0,2,0
21081,2,0,1,2,0,0,0,233,2018,10,2,0,0,0,0,90.0,0,1
21082,2,0,2,1,0,0,0,135,2018,5,13,1,0,0,0,105.3,0,1
21083,2,0,0,4,0,0,0,160,2018,6,28,1,0,0,0,90.95,1,0
21084,1,2,1,2,0,0,3,18,2017,9,7,1,0,0,0,195.0,2,0
21085,2,0,0,5,1,0,0,142,2018,7,27,1,0,0,0,94.5,1,0
21086,1,0,0,1,0,0,0,36,2018,6,21,0,0,0,0,95.0,0,0
21087,2,0,0,2,0,0,1,31,2018,11,6,1,0,0,0,146.6,0,1
21088,2,0,1,3,0,0,0,60,2018,12,8,0,0,0,0,68.0,0,0
21089,3,0,0,4,0,0,1,6,2018,4,29,1,0,0,0,150.43,2,0
21090,2,2,2,8,0,0,3,5,2018,3,1,1,0,0,0,167.74,0,0
21091,2,0,2,2,0,0,1,24,2017,12,26,1,0,0,0,61.5,0,0
21092,2,0,2,4,0,0,0,268,2018,10,9,0,0,0,0,80.75,0,0
21093,2,0,0,3,0,0,1,85,2018,6,2,1,0,0,0,140.4,0,1
21094,2,0,0,3,0,0,0,40,2018,10,25,0,0,0,0,85.0,1,0
21095,2,0,1,3,0,0,0,60,2017,10,12,0,0,0,0,65.0,0,1
21096,1,0,0,2,0,0,0,181,2018,10,12,0,0,0,0,120.0,1,1
21097,2,0,0,3,0,0,0,291,2018,8,19,1,0,0,0,115.0,0,1
21098,2,0,2,1,0,1,0,31,2017,9,13,0,0,0,0,94.5,0,0
21099,2,2,0,3,0,0,3,1,2018,6,2,1,0,0,0,221.0,1,1
21100,2,0,2,2,0,0,1,146,2018,7,3,1,0,0,0,116.23,1,0
21101,2,0,2,1,0,0,0,83,2018,12,18,0,0,0,0,75.0,0,0
21102,2,0,2,3,0,0,0,157,2018,3,19,0,0,0,0,90.0,0,0
21103,2,0,1,3,0,0,0,90,2018,5,16,0,0,0,0,80.75,0,0
21104,2,0,0,3,0,0,1,44,2018,11,29,1,0,0,0,201.08,2,0
21105,1,0,0,2,0,0,0,74,2017,9,18,0,0,0,0,87.0,0,0
21106,1,0,2,2,0,0,0,99,2018,5,16,2,0,0,0,81.0,0,0
21107,2,0,0,4,0,0,0,192,2017,8,25,0,0,0,0,106.0,0,0
21108,2,0,0,3,0,0,0,103,2018,12,31,0,0,0,0,150.67,0,0
21109,2,0,2,2,2,0,0,150,2017,9,2,0,0,0,0,101.5,0,1
21110,2,0,2,1,2,0,0,65,2018,1,2,0,0,0,0,105.0,0,0
21111,2,0,1,2,0,0,0,109,2018,12,16,1,0,0,0,74.8,1,0
21112,3,0,2,1,0,0,0,148,2018,7,23,0,0,0,0,96.9,1,0
21113,3,0,2,1,0,0,1,21,2018,3,3,1,0,0,0,187.0,0,1
21114,2,1,0,3,0,0,1,178,2018,8,1,1,0,0,0,127.8,0,1
21115,2,0,2,1,0,0,0,107,2018,5,13,1,0,0,0,105.3,0,1
21116,2,0,0,3,0,0,0,43,2018,11,8,0,0,0,0,75.0,0,0
21117,2,0,0,1,0,0,0,44,2018,7,28,0,0,0,0,85.5,0,0
21118,2,0,0,2,0,0,0,114,2018,7,1,0,0,0,0,75.0,0,0
21119,2,0,4,6,0,0,5,0,2018,5,7,4,0,0,0,0.0,2,0
21120,3,0,2,2,0,0,1,54,2018,6,3,1,0,0,0,159.3,1,0
21121,2,0,0,1,0,0,0,152,2018,8,13,0,0,0,0,72.25,0,0
21122,1,0,0,2,0,0,0,74,2017,9,18,1,0,0,0,0.0,0,0
21123,2,2,0,1,1,0,0,103,2018,7,19,1,0,0,0,94.5,0,1
21124,1,0,0,2,0,0,0,2,2018,11,27,2,1,0,1,75.0,0,0
21125,2,0,2,5,0,0,1,197,2018,8,18,1,0,0,0,116.45,1,1
21126,1,0,0,0,0,0,1,2,2018,4,5,4,0,0,0,0.0,1,0
21127,3,0,0,2,0,0,1,61,2018,6,27,1,0,0,0,159.3,0,1
21128,2,0,2,0,0,0,0,8,2017,12,27,0,0,0,0,58.75,1,0
21129,2,0,2,2,1,0,0,57,2018,7,24,0,0,0,0,94.5,0,0
21130,1,0,1,1,0,0,0,44,2017,11,17,4,0,0,0,0.0,1,0
21131,2,0,0,3,1,0,0,36,2018,12,30,0,0,0,0,60.5,4,0
21132,2,0,0,3,0,0,0,59,2017,10,15,0,0,0,0,76.5,1,0
21133,1,0,0,2,0,0,0,2,2017,12,2,4,1,0,1,0.0,0,0
21134,3,0,2,3,0,0,1,163,2018,10,27,1,0,0,0,123.3,2,1
21135,2,0,2,7,0,0,0,132,2018,11,14,1,0,0,0,85.0,0,1
21136,2,0,0,4,1,0,0,240,2018,10,27,1,0,0,0,80.75,0,1
21137,0,2,2,5,0,0,2,181,2018,8,31,1,0,0,0,108.66,2,1
21138,2,1,2,5,0,0,1,145,2018,10,29,1,0,0,0,106.71,0,1
21139,2,0,1,1,0,0,1,121,2018,5,5,1,0,0,0,114.3,1,0
21140,3,0,0,3,0,0,1,46,2018,3,30,1,0,0,0,123.3,2,1
21141,2,0,0,2,0,0,2,1,2017,8,20,1,0,0,0,0.0,4,0
21142,2,0,0,4,1,0,0,145,2018,7,29,1,0,0,0,80.75,1,0
21143,2,0,1,2,0,0,1,168,2018,7,18,1,0,0,0,112.8,0,1
21144,2,0,1,3,0,0,1,244,2018,10,7,1,0,0,0,90.95,0,1
21145,1,0,0,1,0,1,0,2,2018,6,7,2,1,0,4,67.0,0,0
21146,2,1,0,1,0,0,1,12,2018,10,13,2,0,0,0,107.0,0,0
21147,2,0,1,2,0,0,1,198,2018,9,25,0,0,0,0,90.95,0,1
21148,2,0,0,1,0,0,0,56,2017,6,8,0,0,0,0,120.0,0,0
21149,2,0,2,3,0,0,0,110,2018,3,20,0,0,0,0,58.0,0,0
21150,2,0,1,2,0,0,0,128,2018,8,8,1,0,0,0,96.3,2,0
21151,1,0,0,2,2,0,0,102,2017,12,16,0,0,0,0,87.0,0,0
21152,2,0,1,3,2,0,0,19,2018,9,26,1,0,0,0,169.0,2,0
21153,1,1,2,1,2,0,0,6,2017,8,10,0,0,0,0,116.5,0,0
21154,2,0,1,2,1,0,0,77,2018,4,15,1,0,0,0,68.04,1,0
21155,2,0,2,3,0,0,1,109,2018,4,21,1,0,0,0,97.75,1,1
21156,2,0,0,1,0,0,0,181,2017,7,6,1,0,0,0,76.5,2,0
21157,3,0,2,3,0,0,1,56,2018,3,21,1,0,0,0,131.4,2,0
21158,2,0,2,3,0,0,1,71,2018,5,6,1,0,0,0,107.95,0,1
21159,1,0,2,1,2,0,0,23,2018,1,2,0,0,0,0,109.0,0,0
21160,2,0,2,2,0,0,0,125,2018,9,18,0,0,0,0,80.75,0,0
21161,3,0,2,1,0,0,1,54,2018,6,11,1,0,0,0,159.3,2,0
21162,1,0,0,2,0,0,0,43,2017,10,23,0,0,0,0,75.25,1,0
21163,1,0,2,1,0,0,0,100,2018,7,11,1,0,0,0,101.18,1,0
21164,2,0,1,1,2,0,0,256,2018,6,15,0,0,0,0,115.0,0,1
21165,2,0,0,2,0,0,0,141,2018,9,23,1,0,0,0,128.8,0,0
21166,2,0,0,4,0,0,0,215,2018,9,28,1,0,0,0,97.71,0,1
21167,3,0,0,3,0,0,1,2,2018,4,6,1,0,0,0,150.33,1,0
21168,3,0,0,1,0,0,0,40,2018,3,31,0,0,0,0,127.82,1,0
21169,2,1,0,1,0,0,0,4,2018,9,15,1,0,0,0,169.0,2,0
21170,2,0,0,2,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
21171,1,0,0,2,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
21172,2,0,0,1,2,0,0,55,2018,5,6,0,0,0,0,104.0,0,0
21173,2,0,0,1,2,0,0,2,2017,12,10,0,0,0,0,116.0,0,0
21174,2,0,2,5,2,0,0,175,2018,7,23,1,0,0,0,123.25,0,1
21175,2,0,0,1,0,0,1,12,2018,9,5,1,0,0,0,164.0,0,0
21176,2,1,2,1,0,0,0,155,2018,8,1,1,0,0,0,121.5,2,1
21177,2,1,0,1,0,1,0,0,2018,12,28,2,0,0,0,107.0,1,0
21178,1,0,1,1,0,0,0,275,2018,9,5,1,0,0,0,106.2,0,1
21179,2,0,1,1,0,0,0,127,2018,5,22,1,0,0,0,105.3,0,1
21180,2,1,0,3,0,0,0,140,2018,8,12,1,0,0,0,146.7,0,1
21181,2,0,0,1,0,0,0,119,2018,7,23,1,0,0,0,121.5,1,0
21182,2,0,0,2,0,0,1,46,2017,11,4,0,0,0,0,60.0,3,0
21183,2,0,0,4,0,0,0,287,2018,9,6,1,0,0,0,100.3,0,1
21184,2,0,1,2,1,0,0,196,2018,10,27,1,0,0,0,80.75,0,1
21185,2,0,0,1,1,0,0,106,2018,7,25,1,0,0,0,94.5,0,1
21186,1,0,0,1,0,0,1,1,2018,8,13,4,1,0,1,0.0,1,0
21187,2,0,1,2,0,0,0,101,2018,6,24,0,0,0,0,90.0,0,1
21188,1,0,0,4,0,0,4,13,2018,2,18,0,0,0,0,86.0,2,0
21189,2,0,2,2,0,0,0,59,2018,11,13,0,0,0,0,75.0,1,0
21190,2,2,2,5,0,0,2,18,2018,9,6,1,0,0,0,162.29,0,1
21191,1,0,1,3,0,0,1,60,2018,9,5,1,0,0,0,123.98,1,1
21192,2,0,2,1,0,0,0,144,2018,7,6,1,0,0,0,81.08,0,0
21193,2,0,1,3,2,0,0,65,2018,12,21,0,0,0,0,122.65,0,0
21194,1,0,2,1,0,0,0,51,2018,4,16,1,0,0,0,85.5,0,1
21195,3,0,0,1,0,0,1,65,2018,6,21,1,0,0,0,137.7,0,0
21196,2,0,0,4,0,0,0,259,2018,10,4,0,0,0,0,89.0,0,1
21197,2,0,1,1,0,0,1,26,2018,10,29,1,0,0,0,170.0,3,0
21198,2,1,0,1,0,1,0,4,2018,7,1,1,0,0,0,169.0,1,0
21199,2,0,1,0,0,0,0,76,2018,10,10,0,0,0,0,120.0,0,0
21200,2,2,2,2,0,0,3,66,2018,9,10,1,0,0,0,177.66,1,0
21201,2,0,1,2,0,0,0,188,2018,8,13,1,0,0,0,105.3,1,1
21202,2,0,2,3,0,0,0,23,2018,1,21,0,0,0,0,60.0,0,0
21203,2,0,1,1,0,0,0,221,2017,8,17,0,0,0,0,76.5,0,0
21204,1,0,1,0,0,0,1,16,2018,5,7,1,0,0,0,141.95,0,1
21205,2,0,2,3,0,0,0,268,2018,10,26,0,0,0,0,80.75,0,0
21206,2,0,2,5,0,0,0,106,2018,7,13,1,0,0,0,108.3,0,1
21207,2,0,1,3,0,0,1,0,2017,9,15,1,0,0,0,164.5,1,0
21208,2,0,1,3,0,0,0,73,2018,10,3,0,0,0,0,80.75,0,0
21209,1,0,1,0,0,0,0,258,2018,10,16,0,0,0,0,110.0,0,1
21210,1,0,1,2,0,0,1,69,2018,6,17,1,0,0,0,140.4,0,0
21211,2,0,1,3,0,0,0,42,2018,8,28,0,0,0,0,72.0,0,0
21212,1,0,1,2,2,0,0,88,2017,10,5,0,0,0,0,90.6,0,0
21213,2,1,2,2,0,0,0,30,2018,11,25,1,0,0,0,109.1,2,0
21214,2,0,2,3,0,0,0,112,2018,5,14,1,0,0,0,103.53,1,0
21215,2,0,0,1,1,0,0,150,2018,7,8,1,0,0,0,112.2,1,1
21216,3,0,1,4,0,0,0,67,2018,3,5,1,0,0,0,92.83,1,0
21217,2,0,2,5,0,0,0,181,2018,8,23,1,0,0,0,99.45,0,1
21218,2,0,2,1,0,0,0,107,2018,7,23,1,0,0,0,105.3,1,1
21219,2,0,0,3,0,0,0,8,2017,12,31,0,0,0,0,91.67,0,0
21220,2,0,0,2,2,0,0,256,2018,6,15,1,0,0,0,124.0,0,1
21221,2,1,2,2,0,0,0,99,2018,7,21,1,0,0,0,130.5,1,1
21222,2,1,2,0,0,0,0,23,2018,4,3,1,0,0,0,129.0,0,1
21223,2,0,2,3,0,0,1,24,2018,9,25,0,0,0,0,107.0,0,0
21224,2,1,0,2,0,0,0,4,2018,2,12,1,0,0,0,111.0,2,0
21225,2,0,2,4,1,0,0,90,2018,3,20,1,0,0,0,78.95,0,1
21226,2,0,1,2,2,0,0,150,2018,1,18,0,0,0,0,101.0,0,0
21227,2,0,0,1,0,0,0,56,2018,6,7,0,0,0,0,120.0,0,0
21228,2,0,2,2,0,0,0,154,2018,9,11,0,0,0,0,80.75,0,0
21229,2,2,1,0,0,0,3,209,2018,8,21,1,0,0,0,168.3,0,1
21230,2,2,0,3,0,0,3,22,2018,12,29,1,0,0,0,174.0,1,0
21231,2,0,2,2,0,0,0,136,2018,8,11,1,0,0,0,123.3,0,0
21232,3,0,1,5,0,0,1,126,2018,10,4,1,0,0,0,151.2,0,1
21233,2,0,0,3,0,0,0,181,2018,10,11,1,0,0,0,250.0,0,1
21234,2,0,1,1,1,0,0,247,2018,11,27,1,0,0,0,67.76,1,1
21235,2,0,1,2,0,0,0,193,2018,6,20,0,0,0,0,120.0,0,0
21236,2,0,0,1,0,0,5,0,2018,4,21,1,1,0,6,0.0,2,0
21237,2,0,2,5,0,0,0,148,2018,7,25,1,0,0,0,105.96,2,1
21238,2,1,0,1,0,0,0,31,2018,4,16,1,0,0,0,148.5,1,1
21239,2,0,1,2,0,0,1,189,2018,3,25,0,0,0,0,60.0,0,0
21240,2,0,0,2,0,0,0,68,2018,11,25,0,0,0,0,75.0,0,0
21241,1,0,0,1,0,0,0,4,2017,10,23,0,0,0,0,75.0,0,0
21242,2,0,0,4,0,1,0,146,2018,6,1,1,0,0,0,116.45,2,0
21243,3,0,2,1,0,0,1,36,2018,4,10,1,0,0,0,137.7,2,0
21244,2,1,0,1,0,0,0,0,2018,7,5,1,0,0,0,159.0,0,0
21245,2,2,0,3,0,0,3,56,2017,12,6,1,0,0,0,231.0,1,0
21246,3,0,2,3,0,0,1,115,2018,10,9,1,0,0,0,151.2,3,0
21247,2,0,1,0,0,0,0,179,2018,9,22,1,0,0,0,126.9,0,1
21248,2,0,0,4,0,0,0,118,2018,5,4,1,0,0,0,90.95,1,0
21249,2,0,2,2,0,0,0,177,2017,8,12,1,0,0,0,76.5,1,1
21250,2,1,0,1,0,0,0,20,2018,9,15,1,0,0,0,159.0,0,1
21251,0,2,0,1,0,0,2,34,2018,2,9,1,0,0,0,69.5,2,0
21252,3,0,2,1,0,0,1,8,2018,2,6,1,0,0,0,130.0,1,0
21253,2,0,2,5,0,0,0,210,2018,8,15,0,0,0,0,72.25,0,0
21254,2,0,1,3,0,0,1,88,2018,3,4,1,0,0,0,82.45,1,0
21255,2,0,2,5,1,0,0,258,2018,10,5,1,0,0,0,90.1,1,1
21256,2,0,0,3,1,0,0,132,2018,7,5,1,0,0,0,103.5,0,1
21257,1,0,0,2,0,0,0,2,2018,1,28,2,1,0,2,65.0,0,0
21258,1,0,2,1,0,0,0,34,2017,7,18,0,0,0,0,75.0,1,0
